pnr,alder,koen,civ,uddannelse,indkomst,gen_indkomst,forskel_indkomst,uddannelse_alder
1111357,46,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,381035.3125,292662.22918171337,88373.08331828663,20
1112928,50,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,352188.90625,292662.22918171337,59526.67706828663,20
1113356,29,Male,Unmarried,Lange videregående uddannelser,163662.09375,277715.8863705276,-114053.79262052762,25
1113377,49,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,390346.71875,292662.22918171337,97684.48956828663,25
1113428,51,Male,Married,Lange videregående uddannelser,136835.90625,277715.8863705276,-140879.98012052762,24
1114468,44,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,454658.40625,292662.22918171337,161996.17706828663,20
1115223,26,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,208651.015625,292662.22918171337,-84011.21355671337,25
1118454,39,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,350333.625,292662.22918171337,57671.39581828663,20
1118700,33,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,351504.5,292662.22918171337,58842.27081828663,20
1119205,53,Male,Unmarried,Mellemlange videregående uddannelser / Bachelorer,378606.5625,303672.3042750847,74934.2582249153,25
1120092,50,Male,Married,Grundskole 7.-10. klasse / Forberedende uddannelser,418189.78125,297215.19019605126,120974.59105394874,16
1121321,41,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,469678.84375,292662.22918171337,177016.61456828663,25
1122168,28,Male,Married,Lange videregående uddannelser,147442.359375,277715.8863705276,-130273.52699552762,25
1123152,31,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,337525.125,292662.22918171337,44862.89581828663,20
1124227,54,Male,Unmarried,Grundskole 7.-10. klasse / Forberedende uddannelser,440136.5625,297215.19019605126,142921.37230394874,16
1125693,33,Male,Unmarried,Lange videregående uddannelser,365514.25,277715.8863705276,87798.36362947238,25
1126657,54,Male,Married,Lange videregående uddannelser,403876.1875,277715.8863705276,126160.30112947238,25
1127545,55,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,451568.625,292662.22918171337,158906.39581828663,25
1127802,53,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,424832.34375,292662.22918171337,132170.11456828663,20
1128175,33,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,345216.59375,292662.22918171337,52554.36456828663,27
1128199,46,Male,Unmarried,Grundskole 7.-10. klasse / Forberedende uddannelser,135899.8125,297215.19019605126,-161315.37769605126,16
1130732,41,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,419877.625,292662.22918171337,127215.39581828663,20
1131099,63,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,253722.375,292662.22918171337,-38939.85418171337,25
1134822,28,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,232696.609375,292662.22918171337,-59965.61980671337,20
1137404,36,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,136933.671875,292662.22918171337,-155728.55730671337,20
1137752,62,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,333870.3125,292662.22918171337,41208.08331828663,20
1141341,28,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,137636.875,292662.22918171337,-155025.35418171337,20
1141955,57,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,430274.46875,292662.22918171337,137612.23956828663,20
1143675,38,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,363498.3125,292662.22918171337,70836.08331828663,20
1144052,54,Male,Married,Grundskole 7.-10. klasse / Forberedende uddannelser,438667.71875,297215.19019605126,141452.52855394874,16
1144944,60,Male,Married,Grundskole 7.-10. klasse / Forberedende uddannelser,342302.21875,297215.19019605126,45087.02855394874,16
1145038,30,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,135914.578125,292662.22918171337,-156747.65105671337,25
1145125,51,Male,Married,Grundskole 7.-10. klasse / Forberedende uddannelser,137183.5,297215.19019605126,-160031.69019605126,16
1145295,32,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,341452.625,292662.22918171337,48790.39581828663,20
1145572,43,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,392515.875,292662.22918171337,99853.64581828663,26
1146565,55,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,424480.8125,292662.22918171337,131818.58331828663,20
1147552,31,Male,Unmarried,Grundskole 7.-10. klasse / Forberedende uddannelser,378833,297215.19019605126,81617.80980394874,16
1148693,41,Male,Married,Grundskole 7.-10. klasse / Forberedende uddannelser,422773.90625,297215.19019605126,125558.71605394874,16
1150735,56,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,395190.53125,292662.22918171337,102528.30206828663,20
1151278,49,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,406882.34375,292662.22918171337,114220.11456828663,20
1151798,30,Male,Married,Lange videregående uddannelser,136871.6875,277715.8863705276,-140844.19887052762,25
1153557,42,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,381894.0625,292662.22918171337,89231.83331828663,25
1153776,52,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,358052.65625,292662.22918171337,65390.42706828663,20
1154120,58,Male,Married,Grundskole 7.-10. klasse / Forberedende uddannelser,377952.125,297215.19019605126,80736.93480394874,16
1155160,23,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,136520.40625,292662.22918171337,-156141.82293171337,25
1155304,51,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,415984.5,292662.22918171337,123322.27081828663,20
1155964,53,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,369717.1875,292662.22918171337,77054.95831828663,20
1156349,58,Male,Married,Grundskole 7.-10. klasse / Forberedende uddannelser,416729,297215.19019605126,119513.80980394874,16
1156615,43,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,386274.0625,292662.22918171337,93611.83331828663,20
1157738,38,Male,Married,Grundskole 7.-10. klasse / Forberedende uddannelser,347225.75,297215.19019605126,50010.55980394874,16
1158275,26,Male,Married,Mellemlange videregående uddannelser / Bachelorer,136594.34375,303672.3042750847,-167077.9605250847,25
1159744,61,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,306540.53125,292662.22918171337,13878.302068286634,25
1162815,59,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,137577.078125,292662.22918171337,-155085.15105671337,20
1163654,44,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,372628.3125,292662.22918171337,79966.08331828663,20
1168066,43,Male,Unmarried,Grundskole 7.-10. klasse / Forberedende uddannelser,449234.15625,297215.19019605126,152018.96605394874,16
1169284,45,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,433946.125,292662.22918171337,141283.89581828663,20
1170032,43,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,408744.96875,292662.22918171337,116082.73956828663,20
1172057,32,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,136487.328125,292662.22918171337,-156174.90105671337,20
1172077,43,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,371798.5,292662.22918171337,79136.27081828663,20
1172396,19,Male,Unmarried,Grundskole 7.-10. klasse / Forberedende uddannelser,137226.546875,297215.19019605126,-159988.64332105126,16
1173159,41,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,422229.5,292662.22918171337,129567.27081828663,26
1174129,59,Male,Unmarried,Grundskole 7.-10. klasse / Forberedende uddannelser,389217.03125,297215.19019605126,92001.84105394874,16
1174730,41,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,382248.34375,292662.22918171337,89586.11456828663,20
1174994,18,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,174946.265625,292662.22918171337,-117715.96355671337,20
1176221,59,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,137588.84375,292662.22918171337,-155073.38543171337,20
1176430,21,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,197041.84375,292662.22918171337,-95620.38543171337,23
1179319,29,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,215336.140625,292662.22918171337,-77326.08855671337,20
1180882,42,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,414967.9375,292662.22918171337,122305.70831828663,20
1182299,27,Male,Married,Lange videregående uddannelser,190852.046875,277715.8863705276,-86863.83949552762,25
1185591,34,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,409221.625,292662.22918171337,116559.39581828663,20
1186329,56,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,417812.53125,292662.22918171337,125150.30206828663,20
1186721,48,Male,Married,Lange videregående uddannelser,384000.59375,277715.8863705276,106284.70737947238,24
1187407,45,Male,Unmarried,Grundskole 7.-10. klasse / Forberedende uddannelser,450836.53125,297215.19019605126,153621.34105394874,16
1187868,20,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,136642.75,292662.22918171337,-156019.47918171337,22
1187986,33,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,295256.71875,292662.22918171337,2594.4895682866336,20
1189959,40,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,137668.8125,292662.22918171337,-154993.41668171337,20
1190914,38,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,136579.515625,292662.22918171337,-156082.71355671337,20
1190975,61,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,324458.71875,292662.22918171337,31796.489568286634,20
1191104,56,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,442509.09375,292662.22918171337,149846.86456828663,20
1191892,54,Male,Married,Grundskole 7.-10. klasse / Forberedende uddannelser,370496.25,297215.19019605126,73281.05980394874,16
1192169,61,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,345450.5,292662.22918171337,52788.27081828663,20
1192524,46,Male,Married,Grundskole 7.-10. klasse / Forberedende uddannelser,409107.28125,297215.19019605126,111892.09105394874,16
1193686,44,Male,Married,Grundskole 7.-10. klasse / Forberedende uddannelser,369488,297215.19019605126,72272.80980394874,16
1195600,20,Male,Married,Grundskole 7.-10. klasse / Forberedende uddannelser,219096.875,297215.19019605126,-78118.31519605126,16
1195693,24,Male,Married,Mellemlange videregående uddannelser / Bachelorer,204156.671875,303672.3042750847,-99515.6324000847,25
1196332,28,Male,Unmarried,Mellemlange videregående uddannelser / Bachelorer,197060.71875,303672.3042750847,-106611.5855250847,26
1196833,41,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,445302.5625,292662.22918171337,152640.33331828663,20
1197617,21,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,226585.71875,292662.22918171337,-66076.51043171337,23
1198014,54,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,338647.5,292662.22918171337,45985.27081828663,20
1199011,42,Male,Married,Lange videregående uddannelser,136022.28125,277715.8863705276,-141693.60512052762,25
1200110,33,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,285272.75,292662.22918171337,-7389.479181713366,20
1201497,55,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,136171.203125,292662.22918171337,-156491.02605671337,20
1202356,55,Male,Unmarried,Mellemlange videregående uddannelser / Bachelorer,377839.25,303672.3042750847,74166.9457249153,25
1202790,63,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,291832.90625,292662.22918171337,-829.3229317133664,20
1205861,29,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,133374.515625,292662.22918171337,-159287.71355671337,20
1206133,46,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,452362,292662.22918171337,159699.77081828663,20
1206966,58,Male,Married,Grundskole 7.-10. klasse / Forberedende uddannelser,422910.6875,297215.19019605126,125695.49730394874,16
1207066,34,Male,Married,Lange videregående uddannelser,368413.4375,277715.8863705276,90697.55112947238,25
1207434,29,Male,Unmarried,Lange videregående uddannelser,206596.828125,277715.8863705276,-71119.05824552762,23
1207645,44,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,136066.171875,292662.22918171337,-156596.05730671337,20
1208546,56,Male,Married,Grundskole 7.-10. klasse / Forberedende uddannelser,376046.3125,297215.19019605126,78831.12230394874,16
1209062,50,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,136952.5,292662.22918171337,-155709.72918171337,25
1209157,37,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,327873.34375,292662.22918171337,35211.11456828663,20
1210069,38,Male,Married,Grundskole 7.-10. klasse / Forberedende uddannelser,136780.265625,297215.19019605126,-160434.92457105126,16
1210383,40,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,136879.03125,292662.22918171337,-155783.19793171337,20
1211005,47,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,473641.78125,292662.22918171337,180979.55206828663,20
1211475,43,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,388836.625,292662.22918171337,96174.39581828663,20
1212663,23,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,234226.796875,292662.22918171337,-58435.43230671337,20
1214095,23,Male,Unmarried,Lange videregående uddannelser,222531.140625,277715.8863705276,-55184.745745527616,25
1214547,52,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,413537.625,292662.22918171337,120875.39581828663,20
1214587,64,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,364533.09375,292662.22918171337,71870.86456828663,20
1215498,23,Male,Unmarried,Lange videregående uddannelser,143244.53125,277715.8863705276,-134471.35512052762,25
1215582,55,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,363212.0625,292662.22918171337,70549.83331828663,20
1215673,28,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,170553.78125,292662.22918171337,-122108.44793171337,20
1215852,30,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,303649.4375,292662.22918171337,10987.208318286634,20
1217304,62,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,136263.953125,292662.22918171337,-156398.27605671337,20
1217344,32,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,333935.9375,292662.22918171337,41273.70831828663,20
1218636,62,Male,Married,Grundskole 7.-10. klasse / Forberedende uddannelser,369880.46875,297215.19019605126,72665.27855394874,16
1218832,30,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,365830.71875,292662.22918171337,73168.48956828663,20
1219256,52,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,381051.09375,292662.22918171337,88388.86456828663,20
1221291,53,Male,Unmarried,Grundskole 7.-10. klasse / Forberedende uddannelser,387300.34375,297215.19019605126,90085.15355394874,16
1221719,60,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,308071.125,292662.22918171337,15408.895818286634,20
1222651,35,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,288707.8125,292662.22918171337,-3954.4166817133664,25
